category_key,parent_category_key,name.en_US,name.en_GB,name.en_IE,name.fr_BE,name.nl_BE,name.nl_NL,meta_title.en_US,meta_title.en_GB,meta_title.en_IE,meta_title.fr_BE,meta_title.nl_BE,meta_title.nl_NL,meta_description.en_US,meta_description.en_GB,meta_description.en_IE,meta_description.fr_BE,meta_description.nl_BE,meta_description.nl_NL,meta_keywords.en_US,meta_keywords.en_GB,meta_keywords.en_IE,meta_keywords.fr_BE,meta_keywords.nl_BE,meta_keywords.nl_NL,is_active,is_in_menu,is_clickable,is_searchable,is_root,is_main,node_order,template_name,category_image_name.en_US,category_image_name.en_GB,category_image_name.en_IE,category_image_name.fr_BE,category_image_name.nl_BE,category_image_name.nl_NL
SUB_12009,MC_12001,Sports & outdoor clothing,Sports & outdoor clothing,Sports & outdoor clothing,Sports & outdoor clothing,Sports & outdoor clothing,Sports & outdoor clothing,Sports & outdoor clothing,Sports & outdoor clothing,Sports & outdoor clothing,Sports & outdoor clothing,Sports & outdoor clothing,Sports & outdoor clothing,Sports & outdoor clothing,Sports & outdoor clothing,Sports & outdoor clothing,Sports & outdoor clothing,Sports & outdoor clothing,Sports & outdoor clothing,Sports & outdoor clothing,Sports & outdoor clothing,Sports & outdoor clothing,Sports & outdoor clothing,Sports & outdoor clothing,Sports & outdoor clothing,1,1,1,1,0,1,,Catalog (default),,,,,,
SUB_12009_01,SUB_12009,Sportswear Ladies,Sportswear Ladies,Sportswear Ladies,Sportswear Ladies,Sportswear Ladies,Sportswear Ladies,Sportswear Ladies,Sportswear Ladies,Sportswear Ladies,Sportswear Ladies,Sportswear Ladies,Sportswear Ladies,Sportswear Ladies,Sportswear Ladies,Sportswear Ladies,Sportswear Ladies,Sportswear Ladies,Sportswear Ladies,Sportswear Ladies,Sportswear Ladies,Sportswear Ladies,Sportswear Ladies,Sportswear Ladies,Sportswear Ladies,1,1,1,1,0,1,,Catalog (default),,,,,,
SUB_12009_02,SUB_12009,Sportswear Men,Sportswear Men,Sportswear Men,Sportswear Men,Sportswear Men,Sportswear Men,Sportswear Men,Sportswear Men,Sportswear Men,Sportswear Men,Sportswear Men,Sportswear Men,Sportswear Men,Sportswear Men,Sportswear Men,Sportswear Men,Sportswear Men,Sportswear Men,Sportswear Men,Sportswear Men,Sportswear Men,Sportswear Men,Sportswear Men,Sportswear Men,1,1,1,1,0,1,,Catalog (default),,,,,,
SUB_12009_03,SUB_12009,Sportswear children,Sportswear children,Sportswear children,Sportswear children,Sportswear children,Sportswear children,Sportswear children,Sportswear children,Sportswear children,Sportswear children,Sportswear children,Sportswear children,Sportswear children,Sportswear children,Sportswear children,Sportswear children,Sportswear children,Sportswear children,Sportswear children,Sportswear children,Sportswear children,Sportswear children,Sportswear children,Sportswear children,1,1,1,1,0,1,,Catalog (default),,,,,,
SUB_12009_04,SUB_12009,Sports shoes,Sports shoes,Sports shoes,Sports shoes,Sports shoes,Sports shoes,Sports shoes,Sports shoes,Sports shoes,Sports shoes,Sports shoes,Sports shoes,Sports shoes,Sports shoes,Sports shoes,Sports shoes,Sports shoes,Sports shoes,Sports shoes,Sports shoes,Sports shoes,Sports shoes,Sports shoes,Sports shoes,1,1,1,1,0,1,,Catalog (default),,,,,,
SUB_12010,MC_12001,Sports nutrition,Sports nutrition,Sports nutrition,Sports nutrition,Sports nutrition,Sports nutrition,Sports nutrition,Sports nutrition,Sports nutrition,Sports nutrition,Sports nutrition,Sports nutrition,Sports nutrition,Sports nutrition,Sports nutrition,Sports nutrition,Sports nutrition,Sports nutrition,Sports nutrition,Sports nutrition,Sports nutrition,Sports nutrition,Sports nutrition,Sports nutrition,1,1,1,1,0,1,,Catalog (default),,,,,,
SUB_12011,MC_12001,Sports equipment,Sports equipment,Sports equipment,Sports equipment,Sports equipment,Sports equipment,Sports equipment,Sports equipment,Sports equipment,Sports equipment,Sports equipment,Sports equipment,Sports equipment,Sports equipment,Sports equipment,Sports equipment,Sports equipment,Sports equipment,Sports equipment,Sports equipment,Sports equipment,Sports equipment,Sports equipment,Sports equipment,1,1,1,1,0,1,,Catalog (default),,,,,,
MC_13001,shop,Pet Supplies,Pet Supplies,Pet Supplies,Pet Supplies,Pet Supplies,Pet Supplies,Pet Supplies,Pet Supplies,Pet Supplies,Pet Supplies,Pet Supplies,Pet Supplies,Pet Supplies,Pet Supplies,Pet Supplies,Pet Supplies,Pet Supplies,Pet Supplies,Pet Supplies,Pet Supplies,Pet Supplies,Pet Supplies,Pet Supplies,Pet Supplies,1,1,1,1,0,1,,Catalog (default),,,,,,
SUB_13001,MC_13001,Dog supplies & accessories,Dog supplies & accessories,Dog supplies & accessories,Dog supplies & accessories,Dog supplies & accessories,Dog supplies & accessories,Dog supplies & accessories,Dog supplies & accessories,Dog supplies & accessories,Dog supplies & accessories,Dog supplies & accessories,Dog supplies & accessories,Dog supplies & accessories,Dog supplies & accessories,Dog supplies & accessories,Dog supplies & accessories,Dog supplies & accessories,Dog supplies & accessories,Dog supplies & accessories,Dog supplies & accessories,Dog supplies & accessories,Dog supplies & accessories,Dog supplies & accessories,Dog supplies & accessories,1,1,1,1,0,1,,Catalog (default),,,,,,
SUB_13001_01,SUB_13001,Dog food,Dog food,Dog food,Dog food,Dog food,Dog food,Dog food,Dog food,Dog food,Dog food,Dog food,Dog food,Dog food,Dog food,Dog food,Dog food,Dog food,Dog food,Dog food,Dog food,Dog food,Dog food,Dog food,Dog food,1,1,1,1,0,1,,Catalog (default),,,,,,
SUB_13001_02,SUB_13001,Dog toys,Dog toys,Dog toys,Dog toys,Dog toys,Dog toys,Dog toys,Dog toys,Dog toys,Dog toys,Dog toys,Dog toys,Dog toys,Dog toys,Dog toys,Dog toys,Dog toys,Dog toys,Dog toys,Dog toys,Dog toys,Dog toys,Dog toys,Dog toys,1,1,1,1,0,1,,Catalog (default),,,,,,
SUB_13002,MC_13001,Cat supplies & accessories,Cat supplies & accessories,Cat supplies & accessories,Cat supplies & accessories,Cat supplies & accessories,Cat supplies & accessories,Cat supplies & accessories,Cat supplies & accessories,Cat supplies & accessories,Cat supplies & accessories,Cat supplies & accessories,Cat supplies & accessories,Cat supplies & accessories,Cat supplies & accessories,Cat supplies & accessories,Cat supplies & accessories,Cat supplies & accessories,Cat supplies & accessories,Cat supplies & accessories,Cat supplies & accessories,Cat supplies & accessories,Cat supplies & accessories,Cat supplies & accessories,Cat supplies & accessories,1,1,1,1,0,1,,Catalog (default),,,,,,
SUB_13002_01,SUB_13002,Cat food,Cat food,Cat food,Cat food,Cat food,Cat food,Cat food,Cat food,Cat food,Cat food,Cat food,Cat food,Cat food,Cat food,Cat food,Cat food,Cat food,Cat food,Cat food,Cat food,Cat food,Cat food,Cat food,Cat food,1,1,1,1,0,1,,Catalog (default),,,,,,
SUB_13002_02,SUB_13002,Cat toys,Cat toys,Cat toys,Cat toys,Cat toys,Cat toys,Cat toys,Cat toys,Cat toys,Cat toys,Cat toys,Cat toys,Cat toys,Cat toys,Cat toys,Cat toys,Cat toys,Cat toys,Cat toys,Cat toys,Cat toys,Cat toys,Cat toys,Cat toys,1,1,1,1,0,1,,Catalog (default),,,,,,
SUB_13003,MC_13001,Aquaristics,Aquaristics,Aquaristics,Aquaristics,Aquaristics,Aquaristics,Aquaristics,Aquaristics,Aquaristics,Aquaristics,Aquaristics,Aquaristics,Aquaristics,Aquaristics,Aquaristics,Aquaristics,Aquaristics,Aquaristics,Aquaristics,Aquaristics,Aquaristics,Aquaristics,Aquaristics,Aquaristics,1,1,1,1,0,1,,Catalog (default),,,,,,
SUB_13004,MC_13001,Rodent supplies & small animal supplies,Rodent supplies & small animal supplies,Rodent supplies & small animal supplies,Rodent supplies & small animal supplies,Rodent supplies & small animal supplies,Rodent supplies & small animal supplies,Rodent supplies & small animal supplies,Rodent supplies & small animal supplies,Rodent supplies & small animal supplies,Rodent supplies & small animal supplies,Rodent supplies & small animal supplies,Rodent supplies & small animal supplies,Rodent supplies & small animal supplies,Rodent supplies & small animal supplies,Rodent supplies & small animal supplies,Rodent supplies & small animal supplies,Rodent supplies & small animal supplies,Rodent supplies & small animal supplies,Rodent supplies & small animal supplies,Rodent supplies & small animal supplies,Rodent supplies & small animal supplies,Rodent supplies & small animal supplies,Rodent supplies & small animal supplies,Rodent supplies & small animal supplies,1,1,1,1,0,1,,Catalog (default),,,,,,
SUB_13005,MC_13001,Reptiles & Amphibians,Reptiles & Amphibians,Reptiles & Amphibians,Reptiles & Amphibians,Reptiles & Amphibians,Reptiles & Amphibians,Reptiles & Amphibians,Reptiles & Amphibians,Reptiles & Amphibians,Reptiles & Amphibians,Reptiles & Amphibians,Reptiles & Amphibians,Reptiles & Amphibians,Reptiles & Amphibians,Reptiles & Amphibians,Reptiles & Amphibians,Reptiles & Amphibians,Reptiles & Amphibians,Reptiles & Amphibians,Reptiles & Amphibians,Reptiles & Amphibians,Reptiles & Amphibians,Reptiles & Amphibians,Reptiles & Amphibians,1,1,1,1,0,1,,Catalog (default),,,,,,
SUB_13006,MC_13001,Birds,Birds,Birds,Birds,Birds,Birds,Birds,Birds,Birds,Birds,Birds,Birds,Birds,Birds,Birds,Birds,Birds,Birds,Birds,Birds,Birds,Birds,Birds,Birds,1,1,1,1,0,1,,Catalog (default),,,,,,
SUB_13007,MC_13001,Horses,Horses,Horses,Horses,Horses,Horses,Horses,Horses,Horses,Horses,Horses,Horses,Horses,Horses,Horses,Horses,Horses,Horses,Horses,Horses,Horses,Horses,Horses,Horses,1,1,1,1,0,1,,Catalog (default),,,,,,
SUB_13008,MC_13001,Garden & Pond,Garden & Pond,Garden & Pond,Garden & Pond,Garden & Pond,Garden & Pond,Garden & Pond,Garden & Pond,Garden & Pond,Garden & Pond,Garden & Pond,Garden & Pond,Garden & Pond,Garden & Pond,Garden & Pond,Garden & Pond,Garden & Pond,Garden & Pond,Garden & Pond,Garden & Pond,Garden & Pond,Garden & Pond,Garden & Pond,Garden & Pond,1,1,1,1,0,1,,Catalog (default),,,,,,
MC_14001,shop,Vouchers,Vouchers,Vouchers,Vouchers,Vouchers,Vouchers,Vouchers,Vouchers,Vouchers,Vouchers,Vouchers,Vouchers,Vouchers,Vouchers,Vouchers,Vouchers,Vouchers,Vouchers,Vouchers,Vouchers,Vouchers,Vouchers,Vouchers,Vouchers,1,1,1,1,0,1,,Catalog (default),,,,,,
SUB_14001,MC_14001,Adventure vouchers,Adventure vouchers,Adventure vouchers,Adventure vouchers,Adventure vouchers,Adventure vouchers,Adventure vouchers,Adventure vouchers,Adventure vouchers,Adventure vouchers,Adventure vouchers,Adventure vouchers,Adventure vouchers,Adventure vouchers,Adventure vouchers,Adventure vouchers,Adventure vouchers,Adventure vouchers,Adventure vouchers,Adventure vouchers,Adventure vouchers,Adventure vouchers,Adventure vouchers,Adventure vouchers,1,0,1,0,0,1,,Catalog (default),,,,,,
9999999999,shop,Unsorted,Unsorted,Unsorted,Unsorted,Unsorted,Unsorted,Unsorted,Unsorted,Unsorted,Unsorted,Unsorted,Unsorted,Unsorted,Unsorted,Unsorted,Unsorted,Unsorted,Unsorted,Unsorted,Unsorted,Unsorted,Unsorted,Unsorted,Unsorted,0,0,1,0,0,1,,Catalog (default),,,,,,
9999999998,shop,Offers of the month,Offers of the month,Offers of the month,Offers of the month,Offers of the month,Offers of the month,Offers of the month,Offers of the month,Offers of the month,Offers of the month,Offers of the month,Offers of the month,Offers of the month,Offers of the month,Offers of the month,Offers of the month,Offers of the month,Offers of the month,Offers of the month,Offers of the month,Offers of the month,Offers of the month,Offers of the month,Offers of the month,0,0,1,0,0,1,,Catalog (default),,,,,,
9999999997,shop,offline / deactivated,offline / deactivated,offline / deactivated,offline / deactivated,offline / deactivated,offline / deactivated,offline / deactivated,offline / deactivated,offline / deactivated,offline / deactivated,offline / deactivated,offline / deactivated,offline / deactivated,offline / deactivated,offline / deactivated,offline / deactivated,offline / deactivated,offline / deactivated,offline / deactivated,offline / deactivated,offline / deactivated,offline / deactivated,offline / deactivated,offline / deactivated,0,0,1,0,0,1,,Catalog (default),,,,,,
