category_key,parent_category_key,name.en_US,meta_title.en_US,meta_description.en_US,meta_keywords.en_US,is_active,is_in_menu,is_clickable,is_searchable,is_root,is_main,node_order,template_name,category_image_name.en_US,name.sl_SI,name.hr_HR,name.bs_BA,name.sr_RS,meta_title.sl_SI,meta_title.hr_HR,meta_title.bs_BA,meta_title.sr_RS,meta_description.sl_SI,meta_description.hr_HR,meta_description.bs_BA,meta_description.sr_RS,meta_keywords.sl_SI,meta_keywords.hr_HR,meta_keywords.bs_BA,meta_keywords.sr_RS,category_image_name.sl_SI,category_image_name.hr_HR,category_image_name.bs_BA,category_image_name.sr_RS,name.sr_ME,meta_title.sr_ME,meta_description.sr_ME,meta_keywords.sr_ME,category_image_name.sr_ME
SUB_11011,MC_11001,Work clothing,Work clothing,Work clothing,Work clothing,1,1,1,1,0,1,,Catalog (default),,Arbeitsbekleidung,Arbeitsbekleidung,Arbeitsbekleidung,Arbeitsbekleidung,Arbeitsbekleidung,Arbeitsbekleidung,Arbeitsbekleidung,Arbeitsbekleidung,Arbeitsbekleidung,Arbeitsbekleidung,Arbeitsbekleidung,Arbeitsbekleidung,Arbeitsbekleidung,Arbeitsbekleidung,Arbeitsbekleidung,Arbeitsbekleidung,,,,,Work clothing,Work clothing,Work clothing,Work clothing,
SUB_11012,MC_11001,Clothing for everyone,Clothing for everyone,Clothing for everyone,Clothing for everyone,1,1,1,1,0,1,,Catalog (default),,Bekleidung für Jeden,Bekleidung für Jeden,Bekleidung für Jeden,Bekleidung für Jeden,Bekleidung für Jeden,Bekleidung für Jeden,Bekleidung für Jeden,Bekleidung für Jeden,Bekleidung für Jeden,Bekleidung für Jeden,Bekleidung für Jeden,Bekleidung für Jeden,Bekleidung für Jeden,Bekleidung für Jeden,Bekleidung für Jeden,Bekleidung für Jeden,,,,,Clothing for everyone,Clothing for everyone,Clothing for everyone,Clothing for everyone,
SUB_11012_01,SUB_11012,"Suits, Jackets & Coats","Suits, Jackets & Coats","Suits, Jackets & Coats","Suits, Jackets & Coats",1,1,1,1,0,1,,Catalog (default),,"Anzüge, Jacken & Mäntel","Anzüge, Jacken & Mäntel","Anzüge, Jacken & Mäntel","Anzüge, Jacken & Mäntel","Anzüge, Jacken & Mäntel","Anzüge, Jacken & Mäntel","Anzüge, Jacken & Mäntel","Anzüge, Jacken & Mäntel","Anzüge, Jacken & Mäntel","Anzüge, Jacken & Mäntel","Anzüge, Jacken & Mäntel","Anzüge, Jacken & Mäntel","Anzüge, Jacken & Mäntel","Anzüge, Jacken & Mäntel","Anzüge, Jacken & Mäntel","Anzüge, Jacken & Mäntel",,,,,"Suits, Jackets & Coats","Suits, Jackets & Coats","Suits, Jackets & Coats","Suits, Jackets & Coats",
SUB_11012_02,SUB_11012,T-Shirts,T-Shirts,T-Shirts,T-Shirts,1,1,1,1,0,1,,Catalog (default),,T-Shirts,T-Shirts,T-Shirts,T-Shirts,T-Shirts,T-Shirts,T-Shirts,T-Shirts,T-Shirts,T-Shirts,T-Shirts,T-Shirts,T-Shirts,T-Shirts,T-Shirts,T-Shirts,,,,,T-Shirts,T-Shirts,T-Shirts,T-Shirts,
SUB_11012_03,SUB_11012,Shirts & Blouses,Shirts & Blouses,Shirts & Blouses,Shirts & Blouses,1,1,1,1,0,1,,Catalog (default),,Hemden & Blusen,Hemden & Blusen,Hemden & Blusen,Hemden & Blusen,Hemden & Blusen,Hemden & Blusen,Hemden & Blusen,Hemden & Blusen,Hemden & Blusen,Hemden & Blusen,Hemden & Blusen,Hemden & Blusen,Hemden & Blusen,Hemden & Blusen,Hemden & Blusen,Hemden & Blusen,,,,,Shirts & Blouses,Shirts & Blouses,Shirts & Blouses,Shirts & Blouses,
SUB_11012_04,SUB_11012,Sweaters & Hoodies,Sweaters & Hoodies,Sweaters & Hoodies,Sweaters & Hoodies,1,1,1,1,0,1,,Catalog (default),,Pullver & Hoodies,Pullver & Hoodies,Pullver & Hoodies,Pullver & Hoodies,Pullver & Hoodies,Pullver & Hoodies,Pullver & Hoodies,Pullver & Hoodies,Pullver & Hoodies,Pullver & Hoodies,Pullver & Hoodies,Pullver & Hoodies,Pullver & Hoodies,Pullver & Hoodies,Pullver & Hoodies,Pullver & Hoodies,,,,,Sweaters & Hoodies,Sweaters & Hoodies,Sweaters & Hoodies,Sweaters & Hoodies,
SUB_11012_05,SUB_11012,Dresses & Skirts,Dresses & Skirts,Dresses & Skirts,Dresses & Skirts,1,1,1,1,0,1,,Catalog (default),,Kleider & Röcke,Kleider & Röcke,Kleider & Röcke,Kleider & Röcke,Kleider & Röcke,Kleider & Röcke,Kleider & Röcke,Kleider & Röcke,Kleider & Röcke,Kleider & Röcke,Kleider & Röcke,Kleider & Röcke,Kleider & Röcke,Kleider & Röcke,Kleider & Röcke,Kleider & Röcke,,,,,Dresses & Skirts,Dresses & Skirts,Dresses & Skirts,Dresses & Skirts,
SUB_11012_06,SUB_11012,Underwear,Underwear,Underwear,Underwear,1,1,1,1,0,1,,Catalog (default),,Unterwäsche,Unterwäsche,Unterwäsche,Unterwäsche,Unterwäsche,Unterwäsche,Unterwäsche,Unterwäsche,Unterwäsche,Unterwäsche,Unterwäsche,Unterwäsche,Unterwäsche,Unterwäsche,Unterwäsche,Unterwäsche,,,,,Underwear,Underwear,Underwear,Underwear,
SUB_11012_07,SUB_11012,Swimwear,Swimwear,Swimwear,Swimwear,1,1,1,1,0,1,,Catalog (default),,Bademode,Bademode,Bademode,Bademode,Bademode,Bademode,Bademode,Bademode,Bademode,Bademode,Bademode,Bademode,Bademode,Bademode,Bademode,Bademode,,,,,Swimwear,Swimwear,Swimwear,Swimwear,
MC_12001,shop,Sports & Outdoor,Sports & Outdoor,Sports & Outdoor,Sports & Outdoor,1,1,1,1,0,1,,Catalog (default),,Sport & Freizeit,Sport & Freizeit,Sport & Freizeit,Sport & Freizeit,Sport & Freizeit,Sport & Freizeit,Sport & Freizeit,Sport & Freizeit,Sport & Freizeit,Sport & Freizeit,Sport & Freizeit,Sport & Freizeit,Sport & Freizeit,Sport & Freizeit,Sport & Freizeit,Sport & Freizeit,,,,,Sports & Outdoor,Sports & Outdoor,Sports & Outdoor,Sports & Outdoor,
SUB_12001,MC_12001,Camping,Camping,Camping,Camping,1,1,1,1,0,1,,Catalog (default),,Camping,Camping,Camping,Camping,Camping,Camping,Camping,Camping,Camping,Camping,Camping,Camping,Camping,Camping,Camping,Camping,,,,,Camping,Camping,Camping,Camping,
SUB_12002,MC_12001,Scooter & E-Scooter,Scooter & E-Scooter,Scooter & E-Scooter,Scooter & E-Scooter,1,1,1,1,0,1,,Catalog (default),,Scooter & E-Scooter,Scooter & E-Scooter,Scooter & E-Scooter,Scooter & E-Scooter,Scooter & E-Scooter,Scooter & E-Scooter,Scooter & E-Scooter,Scooter & E-Scooter,Scooter & E-Scooter,Scooter & E-Scooter,Scooter & E-Scooter,Scooter & E-Scooter,Scooter & E-Scooter,Scooter & E-Scooter,Scooter & E-Scooter,Scooter & E-Scooter,,,,,Scooter & E-Scooter,Scooter & E-Scooter,Scooter & E-Scooter,Scooter & E-Scooter,
SUB_12003,MC_12001,Bicycle world,Bicycle world,Bicycle world,Bicycle world,1,1,1,1,0,1,,Catalog (default),,Fahrradwelt,Fahrradwelt,Fahrradwelt,Fahrradwelt,Fahrradwelt,Fahrradwelt,Fahrradwelt,Fahrradwelt,Fahrradwelt,Fahrradwelt,Fahrradwelt,Fahrradwelt,Fahrradwelt,Fahrradwelt,Fahrradwelt,Fahrradwelt,,,,,Bicycle world,Bicycle world,Bicycle world,Bicycle world,
SUB_12003_01,SUB_12003,E-bikes,E-bikes,E-bikes,E-bikes,1,1,1,1,0,1,,Catalog (default),,E-Bikes,E-Bikes,E-Bikes,E-Bikes,E-Bikes,E-Bikes,E-Bikes,E-Bikes,E-Bikes,E-Bikes,E-Bikes,E-Bikes,E-Bikes,E-Bikes,E-Bikes,E-Bikes,,,,,E-bikes,E-bikes,E-bikes,E-bikes,
SUB_12003_02,SUB_12003,Mountain bikes,Mountain bikes,Mountain bikes,Mountain bikes,1,1,1,1,0,1,,Catalog (default),,Mountainbikes,Mountainbikes,Mountainbikes,Mountainbikes,Mountainbikes,Mountainbikes,Mountainbikes,Mountainbikes,Mountainbikes,Mountainbikes,Mountainbikes,Mountainbikes,Mountainbikes,Mountainbikes,Mountainbikes,Mountainbikes,,,,,Mountain bikes,Mountain bikes,Mountain bikes,Mountain bikes,
SUB_12003_03,SUB_12003,Citybikes,Citybikes,Citybikes,Citybikes,1,1,1,1,0,1,,Catalog (default),,Citybikes,Citybikes,Citybikes,Citybikes,Citybikes,Citybikes,Citybikes,Citybikes,Citybikes,Citybikes,Citybikes,Citybikes,Citybikes,Citybikes,Citybikes,Citybikes,,,,,Citybikes,Citybikes,Citybikes,Citybikes,
SUB_12003_04,SUB_12003,Children bikes,Children bikes,Children bikes,Children bikes,1,1,1,1,0,1,,Catalog (default),,Kinderfahrräder,Kinderfahrräder,Kinderfahrräder,Kinderfahrräder,Kinderfahrräder,Kinderfahrräder,Kinderfahrräder,Kinderfahrräder,Kinderfahrräder,Kinderfahrräder,Kinderfahrräder,Kinderfahrräder,Kinderfahrräder,Kinderfahrräder,Kinderfahrräder,Kinderfahrräder,,,,,Children bikes,Children bikes,Children bikes,Children bikes,
SUB_12003_05,SUB_12003,Bicycle accessories,Bicycle accessories,Bicycle accessories,Bicycle accessories,1,1,1,1,0,1,,Catalog (default),,Fahrradzubehör,Fahrradzubehör,Fahrradzubehör,Fahrradzubehör,Fahrradzubehör,Fahrradzubehör,Fahrradzubehör,Fahrradzubehör,Fahrradzubehör,Fahrradzubehör,Fahrradzubehör,Fahrradzubehör,Fahrradzubehör,Fahrradzubehör,Fahrradzubehör,Fahrradzubehör,,,,,Bicycle accessories,Bicycle accessories,Bicycle accessories,Bicycle accessories,
SUB_12004,MC_12001,GPS & Wearables,GPS & Wearables,GPS & Wearables,GPS & Wearables,1,1,1,1,0,1,,Catalog (default),,GPS & Wearables,GPS & Wearables,GPS & Wearables,GPS & Wearables,GPS & Wearables,GPS & Wearables,GPS & Wearables,GPS & Wearables,GPS & Wearables,GPS & Wearables,GPS & Wearables,GPS & Wearables,GPS & Wearables,GPS & Wearables,GPS & Wearables,GPS & Wearables,,,,,GPS & Wearables,GPS & Wearables,GPS & Wearables,GPS & Wearables,
SUB_12005,MC_12001,Handicrafts & Crafts,Handicrafts & Crafts,Handicrafts & Crafts,Handicrafts & Crafts,1,1,1,1,0,1,,Catalog (default),,Handarbeit & Basteln,Handarbeit & Basteln,Handarbeit & Basteln,Handarbeit & Basteln,Handarbeit & Basteln,Handarbeit & Basteln,Handarbeit & Basteln,Handarbeit & Basteln,Handarbeit & Basteln,Handarbeit & Basteln,Handarbeit & Basteln,Handarbeit & Basteln,Handarbeit & Basteln,Handarbeit & Basteln,Handarbeit & Basteln,Handarbeit & Basteln,,,,,Handicrafts & Crafts,Handicrafts & Crafts,Handicrafts & Crafts,Handicrafts & Crafts,
SUB_12006,MC_12001,Meditation & Esotericism,Meditation & Esotericism,Meditation & Esotericism,Meditation & Esotericism,1,1,1,1,0,1,,Catalog (default),,Meditation & Esoterik,Meditation & Esoterik,Meditation & Esoterik,Meditation & Esoterik,Meditation & Esoterik,Meditation & Esoterik,Meditation & Esoterik,Meditation & Esoterik,Meditation & Esoterik,Meditation & Esoterik,Meditation & Esoterik,Meditation & Esoterik,Meditation & Esoterik,Meditation & Esoterik,Meditation & Esoterik,Meditation & Esoterik,,,,,Meditation & Esotericism,Meditation & Esotericism,Meditation & Esotericism,Meditation & Esotericism,
SUB_12007,MC_12001,Musical Instruments & Accessories,Musical Instruments & Accessories,Musical Instruments & Accessories,Musical Instruments & Accessories,1,1,1,1,0,1,,Catalog (default),,Musikinstrumente & Zubehör,Musikinstrumente & Zubehör,Musikinstrumente & Zubehör,Musikinstrumente & Zubehör,Musikinstrumente & Zubehör,Musikinstrumente & Zubehör,Musikinstrumente & Zubehör,Musikinstrumente & Zubehör,Musikinstrumente & Zubehör,Musikinstrumente & Zubehör,Musikinstrumente & Zubehör,Musikinstrumente & Zubehör,Musikinstrumente & Zubehör,Musikinstrumente & Zubehör,Musikinstrumente & Zubehör,Musikinstrumente & Zubehör,,,,,Musical Instruments & Accessories,Musical Instruments & Accessories,Musical Instruments & Accessories,Musical Instruments & Accessories,
SUB_12008,MC_12001,Outdoor Equipment,Outdoor Equipment,Outdoor Equipment,Outdoor Equipment,1,1,1,1,0,1,,Catalog (default),,Outdoorausrüstung,Outdoorausrüstung,Outdoorausrüstung,Outdoorausrüstung,Outdoorausrüstung,Outdoorausrüstung,Outdoorausrüstung,Outdoorausrüstung,Outdoorausrüstung,Outdoorausrüstung,Outdoorausrüstung,Outdoorausrüstung,Outdoorausrüstung,Outdoorausrüstung,Outdoorausrüstung,Outdoorausrüstung,,,,,Outdoor Equipment,Outdoor Equipment,Outdoor Equipment,Outdoor Equipment,
SUB_12009,MC_12001,Sports & outdoor clothing,Sports & outdoor clothing,Sports & outdoor clothing,Sports & outdoor clothing,1,1,1,1,0,1,,Catalog (default),,Sport- & Outdoorbekleidung,Sport- & Outdoorbekleidung,Sport- & Outdoorbekleidung,Sport- & Outdoorbekleidung,Sport- & Outdoorbekleidung,Sport- & Outdoorbekleidung,Sport- & Outdoorbekleidung,Sport- & Outdoorbekleidung,Sport- & Outdoorbekleidung,Sport- & Outdoorbekleidung,Sport- & Outdoorbekleidung,Sport- & Outdoorbekleidung,Sport- & Outdoorbekleidung,Sport- & Outdoorbekleidung,Sport- & Outdoorbekleidung,Sport- & Outdoorbekleidung,,,,,Sports & outdoor clothing,Sports & outdoor clothing,Sports & outdoor clothing,Sports & outdoor clothing,
SUB_12009_01,SUB_12009,Sportswear Ladies,Sportswear Ladies,Sportswear Ladies,Sportswear Ladies,1,1,1,1,0,1,,Catalog (default),,Sportbekleidung Damen,Sportbekleidung Damen,Sportbekleidung Damen,Sportbekleidung Damen,Sportbekleidung Damen,Sportbekleidung Damen,Sportbekleidung Damen,Sportbekleidung Damen,Sportbekleidung Damen,Sportbekleidung Damen,Sportbekleidung Damen,Sportbekleidung Damen,Sportbekleidung Damen,Sportbekleidung Damen,Sportbekleidung Damen,Sportbekleidung Damen,,,,,Sportswear Ladies,Sportswear Ladies,Sportswear Ladies,Sportswear Ladies,
SUB_12009_02,SUB_12009,Sportswear Men,Sportswear Men,Sportswear Men,Sportswear Men,1,1,1,1,0,1,,Catalog (default),,Sportbekleidung Herren,Sportbekleidung Herren,Sportbekleidung Herren,Sportbekleidung Herren,Sportbekleidung Herren,Sportbekleidung Herren,Sportbekleidung Herren,Sportbekleidung Herren,Sportbekleidung Herren,Sportbekleidung Herren,Sportbekleidung Herren,Sportbekleidung Herren,Sportbekleidung Herren,Sportbekleidung Herren,Sportbekleidung Herren,Sportbekleidung Herren,,,,,Sportswear Men,Sportswear Men,Sportswear Men,Sportswear Men,
SUB_12009_03,SUB_12009,Sportswear children,Sportswear children,Sportswear children,Sportswear children,1,1,1,1,0,1,,Catalog (default),,Sportbekleidung Kinder,Sportbekleidung Kinder,Sportbekleidung Kinder,Sportbekleidung Kinder,Sportbekleidung Kinder,Sportbekleidung Kinder,Sportbekleidung Kinder,Sportbekleidung Kinder,Sportbekleidung Kinder,Sportbekleidung Kinder,Sportbekleidung Kinder,Sportbekleidung Kinder,Sportbekleidung Kinder,Sportbekleidung Kinder,Sportbekleidung Kinder,Sportbekleidung Kinder,,,,,Sportswear children,Sportswear children,Sportswear children,Sportswear children,
SUB_12009_04,SUB_12009,Sports shoes,Sports shoes,Sports shoes,Sports shoes,1,1,1,1,0,1,,Catalog (default),,Sportschuhe,Sportschuhe,Sportschuhe,Sportschuhe,Sportschuhe,Sportschuhe,Sportschuhe,Sportschuhe,Sportschuhe,Sportschuhe,Sportschuhe,Sportschuhe,Sportschuhe,Sportschuhe,Sportschuhe,Sportschuhe,,,,,Sports shoes,Sports shoes,Sports shoes,Sports shoes,
SUB_12010,MC_12001,Sports nutrition,Sports nutrition,Sports nutrition,Sports nutrition,1,1,1,1,0,1,,Catalog (default),,Sportnahrung,Sportnahrung,Sportnahrung,Sportnahrung,Sportnahrung,Sportnahrung,Sportnahrung,Sportnahrung,Sportnahrung,Sportnahrung,Sportnahrung,Sportnahrung,Sportnahrung,Sportnahrung,Sportnahrung,Sportnahrung,,,,,Sports nutrition,Sports nutrition,Sports nutrition,Sports nutrition,
SUB_12011,MC_12001,Sports equipment,Sports equipment,Sports equipment,Sports equipment,1,1,1,1,0,1,,Catalog (default),,Sportausrüstung,Sportausrüstung,Sportausrüstung,Sportausrüstung,Sportausrüstung,Sportausrüstung,Sportausrüstung,Sportausrüstung,Sportausrüstung,Sportausrüstung,Sportausrüstung,Sportausrüstung,Sportausrüstung,Sportausrüstung,Sportausrüstung,Sportausrüstung,,,,,Sports equipment,Sports equipment,Sports equipment,Sports equipment,
MC_13001,shop,Pet Supplies,Pet Supplies,Pet Supplies,Pet Supplies,1,1,1,1,0,1,,Catalog (default),,Tierbedarf,Tierbedarf,Tierbedarf,Tierbedarf,Tierbedarf,Tierbedarf,Tierbedarf,Tierbedarf,Tierbedarf,Tierbedarf,Tierbedarf,Tierbedarf,Tierbedarf,Tierbedarf,Tierbedarf,Tierbedarf,,,,,Pet Supplies,Pet Supplies,Pet Supplies,Pet Supplies,
SUB_13001,MC_13001,Dog supplies & accessories,Dog supplies & accessories,Dog supplies & accessories,Dog supplies & accessories,1,1,1,1,0,1,,Catalog (default),,Hundebedarf & Hundezubehör,Hundebedarf & Hundezubehör,Hundebedarf & Hundezubehör,Hundebedarf & Hundezubehör,Hundebedarf & Hundezubehör,Hundebedarf & Hundezubehör,Hundebedarf & Hundezubehör,Hundebedarf & Hundezubehör,Hundebedarf & Hundezubehör,Hundebedarf & Hundezubehör,Hundebedarf & Hundezubehör,Hundebedarf & Hundezubehör,Hundebedarf & Hundezubehör,Hundebedarf & Hundezubehör,Hundebedarf & Hundezubehör,Hundebedarf & Hundezubehör,,,,,Dog supplies & accessories,Dog supplies & accessories,Dog supplies & accessories,Dog supplies & accessories,
SUB_13001_01,SUB_13001,Dog food,Dog food,Dog food,Dog food,1,1,1,1,0,1,,Catalog (default),,Hundefutter,Hundefutter,Hundefutter,Hundefutter,Hundefutter,Hundefutter,Hundefutter,Hundefutter,Hundefutter,Hundefutter,Hundefutter,Hundefutter,Hundefutter,Hundefutter,Hundefutter,Hundefutter,,,,,Dog food,Dog food,Dog food,Dog food,
SUB_13001_02,SUB_13001,Dog toys,Dog toys,Dog toys,Dog toys,1,1,1,1,0,1,,Catalog (default),,Hundespielzeug,Hundespielzeug,Hundespielzeug,Hundespielzeug,Hundespielzeug,Hundespielzeug,Hundespielzeug,Hundespielzeug,Hundespielzeug,Hundespielzeug,Hundespielzeug,Hundespielzeug,Hundespielzeug,Hundespielzeug,Hundespielzeug,Hundespielzeug,,,,,Dog toys,Dog toys,Dog toys,Dog toys,
SUB_13002,MC_13001,Cat supplies & accessories,Cat supplies & accessories,Cat supplies & accessories,Cat supplies & accessories,1,1,1,1,0,1,,Catalog (default),,Katzenbedarf & Katzenzubehör,Katzenbedarf & Katzenzubehör,Katzenbedarf & Katzenzubehör,Katzenbedarf & Katzenzubehör,Katzenbedarf & Katzenzubehör,Katzenbedarf & Katzenzubehör,Katzenbedarf & Katzenzubehör,Katzenbedarf & Katzenzubehör,Katzenbedarf & Katzenzubehör,Katzenbedarf & Katzenzubehör,Katzenbedarf & Katzenzubehör,Katzenbedarf & Katzenzubehör,Katzenbedarf & Katzenzubehör,Katzenbedarf & Katzenzubehör,Katzenbedarf & Katzenzubehör,Katzenbedarf & Katzenzubehör,,,,,Cat supplies & accessories,Cat supplies & accessories,Cat supplies & accessories,Cat supplies & accessories,
SUB_13002_01,SUB_13002,Cat food,Cat food,Cat food,Cat food,1,1,1,1,0,1,,Catalog (default),,Katzenfutter,Katzenfutter,Katzenfutter,Katzenfutter,Katzenfutter,Katzenfutter,Katzenfutter,Katzenfutter,Katzenfutter,Katzenfutter,Katzenfutter,Katzenfutter,Katzenfutter,Katzenfutter,Katzenfutter,Katzenfutter,,,,,Cat food,Cat food,Cat food,Cat food,
SUB_13002_02,SUB_13002,Cat toys,Cat toys,Cat toys,Cat toys,1,1,1,1,0,1,,Catalog (default),,Katzenspielzeug,Katzenspielzeug,Katzenspielzeug,Katzenspielzeug,Katzenspielzeug,Katzenspielzeug,Katzenspielzeug,Katzenspielzeug,Katzenspielzeug,Katzenspielzeug,Katzenspielzeug,Katzenspielzeug,Katzenspielzeug,Katzenspielzeug,Katzenspielzeug,Katzenspielzeug,,,,,Cat toys,Cat toys,Cat toys,Cat toys,
SUB_13003,MC_13001,Aquaristics,Aquaristics,Aquaristics,Aquaristics,1,1,1,1,0,1,,Catalog (default),,Aquaristik,Aquaristik,Aquaristik,Aquaristik,Aquaristik,Aquaristik,Aquaristik,Aquaristik,Aquaristik,Aquaristik,Aquaristik,Aquaristik,Aquaristik,Aquaristik,Aquaristik,Aquaristik,,,,,Aquaristics,Aquaristics,Aquaristics,Aquaristics,
SUB_13004,MC_13001,Rodent supplies & small animal supplies,Rodent supplies & small animal supplies,Rodent supplies & small animal supplies,Rodent supplies & small animal supplies,1,1,1,1,0,1,,Catalog (default),,Nagerbedarf & Kleintierbedarf,Nagerbedarf & Kleintierbedarf,Nagerbedarf & Kleintierbedarf,Nagerbedarf & Kleintierbedarf,Nagerbedarf & Kleintierbedarf,Nagerbedarf & Kleintierbedarf,Nagerbedarf & Kleintierbedarf,Nagerbedarf & Kleintierbedarf,Nagerbedarf & Kleintierbedarf,Nagerbedarf & Kleintierbedarf,Nagerbedarf & Kleintierbedarf,Nagerbedarf & Kleintierbedarf,Nagerbedarf & Kleintierbedarf,Nagerbedarf & Kleintierbedarf,Nagerbedarf & Kleintierbedarf,Nagerbedarf & Kleintierbedarf,,,,,Rodent supplies & small animal supplies,Rodent supplies & small animal supplies,Rodent supplies & small animal supplies,Rodent supplies & small animal supplies,
SUB_13005,MC_13001,Reptiles & Amphibians,Reptiles & Amphibians,Reptiles & Amphibians,Reptiles & Amphibians,1,1,1,1,0,1,,Catalog (default),,Terraristik,Terraristik,Terraristik,Terraristik,Terraristik,Terraristik,Terraristik,Terraristik,Terraristik,Terraristik,Terraristik,Terraristik,Terraristik,Terraristik,Terraristik,Terraristik,,,,,Reptiles & Amphibians,Reptiles & Amphibians,Reptiles & Amphibians,Reptiles & Amphibians,
SUB_13006,MC_13001,Birds,Birds,Birds,Birds,1,1,1,1,0,1,,Catalog (default),,Vögel,Vögel,Vögel,Vögel,Vögel,Vögel,Vögel,Vögel,Vögel,Vögel,Vögel,Vögel,Vögel,Vögel,Vögel,Vögel,,,,,Birds,Birds,Birds,Birds,
SUB_13007,MC_13001,Horses,Horses,Horses,Horses,1,1,1,1,0,1,,Catalog (default),,Pferde,Pferde,Pferde,Pferde,Pferde,Pferde,Pferde,Pferde,Pferde,Pferde,Pferde,Pferde,Pferde,Pferde,Pferde,Pferde,,,,,Horses,Horses,Horses,Horses,
SUB_13008,MC_13001,Garden & Pond,Garden & Pond,Garden & Pond,Garden & Pond,1,1,1,1,0,1,,Catalog (default),,Garten & Teich,Garten & Teich,Garten & Teich,Garten & Teich,Garten & Teich,Garten & Teich,Garten & Teich,Garten & Teich,Garten & Teich,Garten & Teich,Garten & Teich,Garten & Teich,Garten & Teich,Garten & Teich,Garten & Teich,Garten & Teich,,,,,Garden & Pond,Garden & Pond,Garden & Pond,Garden & Pond,
MC_14001,shop,Vouchers,Vouchers,Vouchers,Vouchers,1,1,1,1,0,1,,Catalog (default),,Gutscheine,Gutscheine,Gutscheine,Gutscheine,Gutscheine,Gutscheine,Gutscheine,Gutscheine,Gutscheine,Gutscheine,Gutscheine,Gutscheine,Gutscheine,Gutscheine,Gutscheine,Gutscheine,,,,,Vouchers,Vouchers,Vouchers,Vouchers,
SUB_14001,MC_14001,Adventure vouchers,Adventure vouchers,Adventure vouchers,Adventure vouchers,1,0,1,0,0,1,,Catalog (default),,Erlebnisgutscheine,Erlebnisgutscheine,Erlebnisgutscheine,Erlebnisgutscheine,Erlebnisgutscheine,Erlebnisgutscheine,Erlebnisgutscheine,Erlebnisgutscheine,Erlebnisgutscheine,Erlebnisgutscheine,Erlebnisgutscheine,Erlebnisgutscheine,Erlebnisgutscheine,Erlebnisgutscheine,Erlebnisgutscheine,Erlebnisgutscheine,,,,,Adventure vouchers,Adventure vouchers,Adventure vouchers,Adventure vouchers,
9999999999,shop,Unsorted,Unsorted,Unsorted,Unsorted,0,0,1,0,0,1,,Catalog (default),,Unsorted,Unsorted,Unsorted,Unsorted,Unsorted,Unsorted,Unsorted,Unsorted,Unsorted,Unsorted,Unsorted,Unsorted,Unsorted,Unsorted,Unsorted,Unsorted,,,,,Unsorted,Unsorted,Unsorted,Unsorted,
9999999998,shop,Offers of the month,Offers of the month,Offers of the month,Offers of the month,0,0,1,0,0,1,,Catalog (default),,Angebote des Monats,Angebote des Monats,Angebote des Monats,Angebote des Monats,Angebote des Monats,Angebote des Monats,Angebote des Monats,Angebote des Monats,Angebote des Monats,Angebote des Monats,Angebote des Monats,Angebote des Monats,Angebote des Monats,Angebote des Monats,Angebote des Monats,Angebote des Monats,,,,,Offers of the month,Offers of the month,Offers of the month,Offers of the month,
9999999997,shop,offline / deactivated,offline / deactivated,offline / deactivated,offline / deactivated,0,0,1,0,0,1,,Catalog (default),,offline / deactivated,offline / deactivated,offline / deactivated,offline / deactivated,offline / deactivated,offline / deactivated,offline / deactivated,offline / deactivated,offline / deactivated,offline / deactivated,offline / deactivated,offline / deactivated,offline / deactivated,offline / deactivated,offline / deactivated,offline / deactivated,,,,,offline / deactivated,offline / deactivated,offline / deactivated,offline / deactivated,
